date,type,ticker,nom,quantite,prix,frais
2024-04-01,ACHAT,CSL.AX,CSL,15,287.92,5.00
2024-04-01,ACHAT,DG.PA,Vinci,23,118.76,5.00
2024-04-01,ACHAT,ENEL.MI,Enel,788,6.12,5.00
2024-04-01,ACHAT,HDB,HDFC Bank (ADR),218,28.11,5.00
2024-04-01,ACHAT,IBE.MC,Iberdrola,277,11.49,5.00
2024-04-01,ACHAT,INFY,Infosys (ADR),300,17.58,5.00
2024-04-01,ACHAT,JNJ,Johnson & Johnson,57,157.78,5.00
2024-04-01,ACHAT,KO,Coca-Cola,119,60.68,5.00
2024-04-01,ACHAT,NESN.SW,Nestlé,56,95.75,5.00
2024-04-01,ACHAT,NOVN.SW,Novartis,72,87.37,5.00
2024-04-01,ACHAT,OR.PA,L'Oreal,5,438.65,5.00
2024-04-01,ACHAT,PLD,Prologis,70,127.92,5.00
2024-04-01,ACHAT,RIO.L,Rio Tinto,77,5017.00,5.00
2024-04-01,ACHAT,RY.TO,Royal Bank of Canada,26,136.08,5.00
2024-04-01,ACHAT,SAN.PA,Sanofi,40,90.96,5.00
2024-04-01,ACHAT,SHOP.TO,Shopify,49,106.15,5.00
2024-04-01,ACHAT,UNH,UnitedHealth,23,489.70,5.22
2024-04-01,ACHAT,VALE,Vale (ADR),573,12.11,5.00
2024-04-01,VENTE,8035.T,Tokyo Electron,21,38300.00,5.00
2024-04-01,VENTE,ASML.AS,ASML,4,892.20,5.00
2024-04-01,VENTE,META,Meta Platforms,19,491.35,5.00
2024-04-01,VENTE,NVDA,Nvidia,311,90.36,13.02
2024-04-01,VENTE,TSM,Taiwan Semiconductor (ADR),40,141.49,5.00
2024-04-04,DIVIDENDE,JPM,JPMorgan Chase,0,371.45,0.00
2024-04-16,DIVIDENDE,AIR.PA,Airbus,0,358.40,0.00
2024-04-18,DIVIDENDE,PG,Procter & Gamble,0,365.54,0.00
2024-04-19,DIVIDENDE,CAT,Caterpillar,0,244.40,0.00
2024-04-22,DIVIDENDE,NESN.SW,Nestlé,0,936.00,0.00
2024-04-23,DIVIDENDE,DG.PA,Vinci,0,634.80,0.00
2024-04-23,DIVIDENDE,MC.PA,LVMH,0,210.00,0.00
2024-04-24,DIVIDENDE,RY.TO,Royal Bank of Canada,0,340.86,0.00
2024-04-25,DIVIDENDE,COST,Costco,0,92.80,0.00
2024-04-26,DIVIDENDE,ASML.AS,ASML,0,43.75,0.00
2024-04-26,DIVIDENDE,OR.PA,L'Oreal,0,323.40,0.00
2024-04-30,DIVIDENDE,UBSG.SW,UBS,0,571.27,0.00
2024-05-06,DIVIDENDE,EL.PA,EssilorLuxottica,0,430.55,0.00
2024-05-09,DIVIDENDE,ALV.DE,Allianz,0,1076.40,0.00
2024-05-09,DIVIDENDE,HSBA.L,HSBC,0,70132.76,0.00
2024-05-09,DIVIDENDE,IBE.MC,Iberdrola,0,9.51,0.00
2024-05-10,DIVIDENDE,AAPL,Apple,0,91.50,0.00
2024-05-13,DIVIDENDE,SAN.PA,Sanofi,0,902.40,0.00
2024-05-14,DIVIDENDE,XOM,ExxonMobil,0,519.65,0.00
2024-05-15,DIVIDENDE,LLY,Eli Lilly,0,110.50,0.00
2024-05-15,DIVIDENDE,MSFT,Microsoft,0,105.00,0.00
2024-05-16,DIVIDENDE,SAP.DE,SAP,0,288.20,0.00
2024-05-16,DIVIDENDE,SHEL.L,Shell,0,18804.12,0.00
2024-05-16,DIVIDENDE,ULVR.L,Unilever,0,17400.98,0.00
2024-05-16,DIVIDENDE,V,Visa,0,107.64,0.00
2024-05-17,DIVIDENDE,0700.HK,Tencent,0,1608.20,0.00
2024-05-20,DIVIDENDE,AI.PA,Air Liquide,0,343.80,0.00
2024-05-20,DIVIDENDE,ISP.MI,Intesa Sanpaolo,0,1057.62,0.00
2024-05-20,DIVIDENDE,JNJ,Johnson & Johnson,0,488.56,0.00
2024-05-21,DIVIDENDE,BNP.PA,BNP Paribas,0,1426.00,0.00
2024-05-28,DIVIDENDE,SAF.PA,Safran,0,246.40,0.00
2024-05-28,DIVIDENDE,SU.PA,Schneider Electric,0,374.50,0.00
2024-05-29,DIVIDENDE,1299.HK,AIA Group,0,3530.43,0.00
2024-05-30,DIVIDENDE,HD,Home Depot,0,344.25,0.00
2024-05-31,DIVIDENDE,INFY,Infosys (ADR),0,474.36,0.00
2024-06-03,DIVIDENDE,NEE,NextEra Energy,0,461.44,0.00
2024-06-04,DIVIDENDE,LIN,Linde,0,184.87,0.00
2024-06-10,DIVIDENDE,GOOGL,Alphabet,0,76.60,0.00
2024-06-11,DIVIDENDE,NVDA,Nvidia,0,6.89,0.00
2024-06-13,DIVIDENDE,BABA,Alibaba (ADR),0,562.74,0.00
2024-06-13,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,95.74,0.00
2024-06-14,DIVIDENDE,KO,Coca-Cola,0,497.12,0.00
2024-06-14,DIVIDENDE,META,Meta Platforms,0,63.50,0.00
2024-06-17,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,348.08,0.00
2024-06-17,DIVIDENDE,PLD,Prologis,0,466.56,0.00
2024-06-17,DIVIDENDE,UNH,UnitedHealth,0,266.70,0.00
2024-06-19,DIVIDENDE,TTE.PA,TotalEnergies,0,249.64,0.00
2024-06-24,DIVIDENDE,AVGO,Broadcom,0,259.35,0.00
2024-07-01,ACHAT,6861.T,Keyence,7,70830.00,5.00
2024-07-01,ACHAT,7203.T,Toyota,187,3284.00,5.00
2024-07-01,ACHAT,8035.T,Tokyo Electron,23,34820.00,5.00
2024-07-01,ACHAT,9432.T,NTT,6060,156.20,5.00
2024-07-01,ACHAT,AI.PA,Air Liquide,28,147.84,5.00
2024-07-01,ACHAT,AIR.PA,Airbus,50,131.64,5.00
2024-07-01,ACHAT,ALV.DE,Allianz,11,262.50,5.00
2024-07-01,ACHAT,BNP.PA,BNP Paribas,70,61.67,5.00
2024-07-01,ACHAT,CNQ.TO,Canadian Natural Resources,83,48.73,5.00
2024-07-01,ACHAT,DG.PA,Vinci,48,100.90,5.00
2024-07-01,ACHAT,HD,Home Depot,44,336.19,6.89
2024-07-01,ACHAT,JNJ,Johnson & Johnson,59,146.44,5.00
2024-07-01,ACHAT,LIN,Linde,21,428.94,5.00
2024-07-01,ACHAT,MC.PA,LVMH,4,712.00,5.00
2024-07-01,ACHAT,NESN.SW,Nestlé,35,91.88,5.00
2024-07-01,ACHAT,OR.PA,L'Oreal,7,412.25,5.00
2024-07-01,ACHAT,PG,Procter & Gamble,45,162.72,5.00
2024-07-01,ACHAT,PLD,Prologis,107,111.95,5.58
2024-07-01,ACHAT,SHOP.TO,Shopify,85,90.41,5.00
2024-07-01,ACHAT,SIE.DE,Siemens,15,177.12,5.00
2024-07-01,ACHAT,TTE.PA,TotalEnergies,52,63.61,5.00
2024-07-01,ACHAT,UBSG.SW,UBS,199,26.98,5.00
2024-07-01,ACHAT,V,Visa,45,263.24,5.52
2024-07-01,ACHAT,VALE,Vale (ADR),319,11.20,5.00
2024-07-01,VENTE,AAPL,Apple,59,216.75,5.96
2024-07-01,VENTE,AVGO,Broadcom,88,164.08,6.73
2024-07-01,VENTE,LLY,Eli Lilly,12,914.37,5.11
2024-07-01,VENTE,NOVO-B.CO,Novo Nordisk,19,1004.60,5.00
2024-07-01,VENTE,NVDA,Nvidia,154,124.30,8.92
2024-07-01,VENTE,TSM,Taiwan Semiconductor (ADR),21,172.33,5.00
2024-07-04,DIVIDENDE,IBE.MC,Iberdrola,0,667.25,0.00
2024-07-05,DIVIDENDE,JPM,JPMorgan Chase,0,371.45,0.00
2024-07-19,DIVIDENDE,PG,Procter & Gamble,0,410.86,0.00
2024-07-22,DIVIDENDE,CAT,Caterpillar,0,265.08,0.00
2024-07-22,DIVIDENDE,ENEL.MI,Enel,0,767.76,0.00
2024-07-25,DIVIDENDE,RY.TO,Royal Bank of Canada,0,350.74,0.00
2024-07-26,DIVIDENDE,COST,Costco,0,92.80,0.00
2024-07-29,DIVIDENDE,ASML.AS,ASML,0,38.00,0.00
2024-08-05,DIVIDENDE,VALE,Vale (ADR),0,880.75,0.00
2024-08-08,DIVIDENDE,AZN.L,AstraZeneca,0,14278.40,0.00
2024-08-08,DIVIDENDE,ULVR.L,Unilever,0,17505.18,0.00
2024-08-09,DIVIDENDE,V,Visa,0,131.04,0.00
2024-08-12,DIVIDENDE,AAPL,Apple,0,76.75,0.00
2024-08-12,DIVIDENDE,HDB,HDFC Bank (ADR),0,307.98,0.00
2024-08-15,DIVIDENDE,HSBA.L,HSBC,0,21842.88,0.00
2024-08-15,DIVIDENDE,LLY,Eli Lilly,0,94.90,0.00
2024-08-15,DIVIDENDE,MSFT,Microsoft,0,105.00,0.00
2024-08-15,DIVIDENDE,NOVO-B.CO,Novo Nordisk,0,612.50,0.00
2024-08-15,DIVIDENDE,RIO.L,Rio Tinto,0,52614.24,0.00
2024-08-15,DIVIDENDE,SHEL.L,Shell,0,18252.70,0.00
2024-08-15,DIVIDENDE,XOM,ExxonMobil,0,519.65,0.00
2024-08-21,DIVIDENDE,CBA.AX,Commonwealth Bank,0,575.00,0.00
2024-08-27,DIVIDENDE,JNJ,Johnson & Johnson,0,561.72,0.00
2024-08-29,DIVIDENDE,HD,Home Depot,0,443.25,0.00
2024-08-30,DIVIDENDE,NEE,NextEra Energy,0,461.44,0.00
2024-09-04,DIVIDENDE,LIN,Linde,0,214.06,0.00
2024-09-09,DIVIDENDE,1299.HK,AIA Group,0,1319.42,0.00
2024-09-09,DIVIDENDE,CSL.AX,CSL,0,228.33,0.00
2024-09-09,DIVIDENDE,GOOGL,Alphabet,0,76.60,0.00
2024-09-12,DIVIDENDE,BHP.AX,BHP,0,763.67,0.00
2024-09-12,DIVIDENDE,NVDA,Nvidia,0,5.35,0.00
2024-09-12,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,97.03,0.00
2024-09-13,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,391.65,0.00
2024-09-13,DIVIDENDE,KO,Coca-Cola,0,497.12,0.00
2024-09-16,DIVIDENDE,META,Meta Platforms,0,63.50,0.00
2024-09-16,DIVIDENDE,PLD,Prologis,0,569.28,0.00
2024-09-16,DIVIDENDE,UNH,UnitedHealth,0,266.70,0.00
2024-09-19,DIVIDENDE,6861.T,Keyence,0,10500.00,0.00
2024-09-19,DIVIDENDE,AVGO,Broadcom,0,215.18,0.00
2024-09-25,DIVIDENDE,TTE.PA,TotalEnergies,0,290.72,0.00
2024-09-27,DIVIDENDE,6758.T,Sony,0,14420.00,0.00
2024-09-27,DIVIDENDE,7203.T,Toyota,0,52080.00,0.00
2024-09-27,DIVIDENDE,8035.T,Tokyo Electron,0,32330.00,0.00
2024-09-27,DIVIDENDE,8306.T,Mitsubishi UFJ,0,61950.00,0.00
2024-09-27,DIVIDENDE,9432.T,NTT,0,71214.00,0.00
2024-10-01,ACHAT,7203.T,Toyota,306,2596.00,5.00
2024-10-01,ACHAT,8035.T,Tokyo Electron,38,26040.00,5.00
2024-10-01,ACHAT,8306.T,Mitsubishi UFJ,345,1479.50,5.00
2024-10-01,ACHAT,AMZN,Amazon,39,185.13,5.00
2024-10-01,ACHAT,ASML.AS,ASML,8,741.80,5.00
2024-10-01,ACHAT,CNQ.TO,Canadian Natural Resources,91,46.92,5.00
2024-10-01,ACHAT,GOOGL,Alphabet,52,166.99,5.00
2024-10-01,ACHAT,HSBA.L,HSBC,387,664.70,5.00
2024-10-01,ACHAT,LLY,Eli Lilly,9,884.48,5.00
2024-10-01,ACHAT,MC.PA,LVMH,5,664.00,5.00
2024-10-01,ACHAT,MSFT,Microsoft,32,420.69,6.04
2024-10-01,ACHAT,NESN.SW,Nestlé,38,84.92,5.00
2024-10-01,ACHAT,NOVO-B.CO,Novo Nordisk,55,798.20,5.00
2024-10-01,ACHAT,NVDA,Nvidia,86,117.00,5.00
2024-10-01,ACHAT,OR.PA,L'Oreal,7,391.60,5.00
2024-10-01,ACHAT,SHEL.L,Shell,178,2478.00,5.00
2024-10-01,ACHAT,TTE.PA,TotalEnergies,48,59.31,5.00
2024-10-01,VENTE,0700.HK,Tencent,66,444.60,5.00
2024-10-01,VENTE,1299.HK,AIA Group,370,69.65,5.00
2024-10-01,VENTE,BABA,Alibaba (ADR),81,112.74,5.00
2024-10-01,VENTE,HD,Home Depot,19,409.05,5.00
2024-10-04,DIVIDENDE,JPM,JPMorgan Chase,0,403.75,0.00
2024-10-15,DIVIDENDE,DG.PA,Vinci,0,243.60,0.00
2024-10-18,DIVIDENDE,PG,Procter & Gamble,0,410.86,0.00
2024-10-21,DIVIDENDE,CAT,Caterpillar,0,265.08,0.00
2024-10-24,DIVIDENDE,RY.TO,Royal Bank of Canada,0,350.74,0.00
2024-10-29,DIVIDENDE,ASML.AS,ASML,0,50.16,0.00
2024-10-29,DIVIDENDE,INFY,Infosys (ADR),0,354.00,0.00
2024-11-01,DIVIDENDE,COST,Costco,0,92.80,0.00
2024-11-07,DIVIDENDE,HSBA.L,HSBC,0,25583.54,0.00
2024-11-07,DIVIDENDE,ULVR.L,Unilever,0,17348.90,0.00
2024-11-08,DIVIDENDE,AAPL,Apple,0,76.75,0.00
2024-11-12,DIVIDENDE,V,Visa,0,148.68,0.00
2024-11-14,DIVIDENDE,SHEL.L,Shell,0,23678.28,0.00
2024-11-14,DIVIDENDE,XOM,ExxonMobil,0,541.53,0.00
2024-11-15,DIVIDENDE,LLY,Eli Lilly,0,106.60,0.00
2024-11-18,DIVIDENDE,ISP.MI,Intesa Sanpaolo,0,1182.86,0.00
2024-11-21,DIVIDENDE,MSFT,Microsoft,0,142.76,0.00
2024-11-22,DIVIDENDE,NEE,NextEra Energy,0,461.44,0.00
2024-11-26,DIVIDENDE,JNJ,Johnson & Johnson,0,561.72,0.00
2024-11-27,DIVIDENDE,HD,Home Depot,0,400.50,0.00
2024-11-29,DIVIDENDE,KO,Coca-Cola,0,497.12,0.00
2024-12-02,DIVIDENDE,MC.PA,LVMH,0,203.50,0.00
2024-12-03,DIVIDENDE,LIN,Linde,0,214.06,0.00
2024-12-05,DIVIDENDE,NVDA,Nvidia,0,6.21,0.00
2024-12-09,DIVIDENDE,GOOGL,Alphabet,0,87.00,0.00
2024-12-09,DIVIDENDE,UNH,UnitedHealth,0,266.70,0.00
2024-12-12,DIVIDENDE,TSM,Taiwan Semiconductor (ADR),0,95.48,0.00
2024-12-12,DIVIDENDE,VALE,Vale (ADR),0,216.03,0.00
2024-12-13,DIVIDENDE,CNQ.TO,Canadian Natural Resources,0,471.23,0.00
2024-12-16,DIVIDENDE,META,Meta Platforms,0,63.50,0.00
2024-12-16,DIVIDENDE,PLD,Prologis,0,569.28,0.00
2024-12-23,DIVIDENDE,AVGO,Broadcom,0,239.54,0.00
2025-01-02,ACHAT,1299.HK,AIA Group,665,55.30,5.00
2025-01-02,ACHAT,6861.T,Keyence,10,64630.00,5.00
2025-01-02,ACHAT,8035.T,Tokyo Electron,29,24185.00,5.00
2025-01-02,ACHAT,AI.PA,Air Liquide,29,141.69,5.00
2025-01-02,ACHAT,ASML.AS,ASML,5,690.00,5.00
2025-01-02,ACHAT,AZN.L,AstraZeneca,34,10630.00,5.00
2025-01-02,ACHAT,BABA,Alibaba (ADR),83,84.95,5.00
2025-01-02,ACHAT,BHP.AX,BHP,249,39.96,5.00
2025-01-02,ACHAT,BNP.PA,BNP Paribas,68,59.25,5.00
2025-01-02,ACHAT,CSL.AX,CSL,28,281.18,5.00
2025-01-02,ACHAT,DG.PA,Vinci,34,99.70,5.00
2025-01-02,ACHAT,JNJ,Johnson & Johnson,50,144.02,5.00
2025-01-02,ACHAT,KO,Coca-Cola,148,61.84,5.00
2025-01-02,ACHAT,LIN,Linde,21,414.17,5.00
2025-01-02,ACHAT,LLY,Eli Lilly,11,778.07,5.00
2025-01-02,ACHAT,MC.PA,LVMH,4,635.40,5.00
2025-01-02,ACHAT,NEE,NextEra Energy,116,71.61,5.00
2025-01-02,ACHAT,NESN.SW,Nestlé,83,74.88,5.00
2025-01-02,ACHAT,NOVN.SW,Novartis,53,88.70,5.00
2025-01-02,ACHAT,NOVO-B.CO,Novo Nordisk,79,638.80,5.00
2025-01-02,ACHAT,OR.PA,L'Oreal,15,338.10,5.00
2025-01-02,ACHAT,PLD,Prologis,102,104.26,5.14
2025-01-02,ACHAT,RIO.L,Rio Tinto,94,4764.00,5.00
2025-01-02,ACHAT,SAN.PA,Sanofi,41,94.32,5.00
2025-01-02,ACHAT,TTE.PA,TotalEnergies,78,53.73,5.00
2025-01-02,ACHAT,ULVR.L,Unilever,51,4908.81,5.00
2025-01-02,ACHAT,UNH,UnitedHealth,16,504.51,5.00
2025-01-02,ACHAT,VALE,Vale (ADR),893,8.88,5.00
2025-01-02,ACHAT,XOM,ExxonMobil,128,107.31,6.63
2025-01-02,DIVIDENDE,TTE.PA,TotalEnergies,0,328.64,0.00
2025-01-02,VENTE,7203.T,Toyota,153,3146.00,5.00
2025-01-02,VENTE,8306.T,Mitsubishi UFJ,344,1846.00,5.00
2025-01-02,VENTE,AMZN,Amazon,62,220.22,6.59
2025-01-02,VENTE,AVGO,Broadcom,93,231.98,10.42
2025-01-02,VENTE,GOOGL,Alphabet,52,189.43,5.00
2025-01-02,VENTE,HSBA.L,HSBC,309,783.40,5.00
2025-01-02,VENTE,INFY,Infosys (ADR),133,22.62,5.00
2025-01-02,VENTE,NVDA,Nvidia,96,138.31,6.41
2025-01-02,VENTE,SAP.DE,SAP,19,238.55,5.00
2025-01-02,VENTE,SHOP.TO,Shopify,132,154.91,6.87
2025-01-06,DIVIDENDE,JPM,JPMorgan Chase,0,403.75,0.00
2025-01-10,DIVIDENDE,IBE.MC,Iberdrola,0,439.13,0.00
2025-01-20,DIVIDENDE,ENEL.MI,Enel,0,767.76,0.00
2025-01-21,DIVIDENDE,CAT,Caterpillar,0,265.08,0.00
2025-01-24,DIVIDENDE,PG,Procter & Gamble,0,410.86,0.00
2025-01-27,DIVIDENDE,RY.TO,Royal Bank of Canada,0,365.56,0.00
2025-02-07,DIVIDENDE,COST,Costco,0,92.80,0.00
2025-02-10,DIVIDENDE,AAPL,Apple,0,76.75,0.00
2025-02-10,DIVIDENDE,ASML.AS,ASML,0,57.76,0.00
2025-02-11,DIVIDENDE,V,Visa,0,148.68,0.00
2025-02-12,DIVIDENDE,XOM,ExxonMobil,0,668.25,0.00
2025-02-13,DIVIDENDE,SHEL.L,Shell,0,24344.04,0.00
2025-02-14,DIVIDENDE,LLY,Eli Lilly,0,139.50,0.00
2025-02-14,DIVIDENDE,SIE.DE,Siemens,0,686.40,0.00
2025-02-18,DIVIDENDE,JNJ,Johnson & Johnson,0,623.72,0.00
2025-02-19,DIVIDENDE,CBA.AX,Commonwealth Bank,0,517.50,0.00
2025-02-20,DIVIDENDE,AZN.L,AstraZeneca,0,36624.00,0.00
2025-02-20,DIVIDENDE,MSFT,Microsoft,0,142.76,0.00
2025-02-27,DIVIDENDE,ULVR.L,Unilever,0,20045.27,0.00
2025-02-28,DIVIDENDE,NEE,NextEra Energy,0,573.80,0.00
